file_name_actual,last updated,file_name,file_date,title,category,subcategory,tags,source_file_type,xfile_type,gfile_url,xfile_github_download_url,pdf_gdrive_url,pdf_github_url,conversion_input_file_type,conversion,license,tokens,words,notes,summary_short,h1_count
Memo - USA Surveillance Strategy (Sept 2021 from non-FloodLAMP Healthcare Attorney).md,2026-03-05 by BA,Memo - USA Surveillance Strategy (Sept 2021 from non-FloodLAMP Healthcare Attorney).md,2021-09-01,Memo - USA Surveillance Strategy (Sept 2021 from non-FloodLAMP Healthcare Attorney),regulatory,surveillance,,docx,docx,https://docs.google.com/document/d/1tfSLvt8jaY3h0b2QQmzK1x519vRKsBXz,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/surveillance/Memo%20-%20USA%20Surveillance%20Strategy%20%28Sept%202021%20from%20non-FloodLAMP%20Healthcare%20Attorney%29.docx,https://drive.google.com/file/d/12xbJWniUpW7HXZmaS7r8f0ZSmyE9u5kZ,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/surveillance/Memo%20-%20USA%20Surveillance%20Strategy%20%28Sept%202021%20from%20non-FloodLAMP%20Healthcare%20Attorney%29.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,826,593,,"The follow-up email summarizes guidance that COVID-19 surveillance testing is generally not regulated by FDA or CLIA when samples lack unique identifiers and no individual results are returned, citing FDA and CDC language. It recommends coordinating with local public health officials, structuring groups large enough to support anonymized aggregate reporting, and ensuring testing is administered by appropriately trained personnel consistent with state law.",0
2020-09-01_School Testing_UnitedHealth Group - Safe and Strategic Return to School.md,2026-03-06 by BA,2020-09-01_School Testing_UnitedHealth Group - Safe and Strategic Return to School.md,2020-09-01,UnitedHealth Group - Safe and Strategic Return to School (Sept 2020),various,external-programs-reports,"school testing, uhg",pdf,NA,NA,NA,https://drive.google.com/file/d/1pvPDW9TWeag782XHRh4uscIMoZDLJMiN,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/external-programs-reports/2020-09-01_School%20Testing_UnitedHealth%20Group%20-%20Safe%20and%20Strategic%20Return%20to%20School.pdf,pdf,ai (claude sonnet 3.5),3rd Party,13104,9263,,"UnitedHealth Group’s Safe and Strategic Return to School (September 2020) compiles COVID-19-era recommendations for reopening and keeping K–12 schools open, including a community transmission “action level” framework tied to in-person/hybrid/remote models. It lays out practical operational guidance on ventilation, distancing, cleaning, transportation, symptom screening, testing (including pooling), communication, and outbreak response. A “Safe Health Compact” summarizes shared responsibilities for schools and families to support compliance and continuity of instruction.",0
2021-01-08_School Testing_Massachusetts Dept of Education - Memo on Pooled Testing in K-12 Schools.md,2026-03-06 by BA,2021-01-08_School Testing_Massachusetts Dept of Education - Memo on Pooled Testing in K-12 Schools.md,2021-01-08,Massachusetts Dept of Education - Memo on Pooled Testing in K-12 Schools (Jan 2021),various,external-programs-reports,"school testing, massachusetts",gdoc,docx,https://docs.google.com/document/d/11ny790H6RTIaqZ5jSNR2HfcDAfQ2VANGJJ9OTznkc6g,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/external-programs-reports/2021-01-08_School%20Testing_Massachusetts%20Dept%20of%20Education%20-%20Memo%20on%20Pooled%20Testing%20in%20K-12%20Schools.docx,https://drive.google.com/file/d/1icm3UyACrqmflRPeUPhpVAHVNFR-zX5F,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/external-programs-reports/2021-01-08_School%20Testing_Massachusetts%20Dept%20of%20Education%20-%20Memo%20on%20Pooled%20Testing%20in%20K-12%20Schools.pdf,docx,pandoc,3rd Party,1594,1032,,"The Massachusetts Department of Education memo (January 8, 2021) outlines a statewide K–12 COVID-19 pooled PCR screening program, explaining weekly anterior nasal swab pooling with 24–48 hour results and individual follow-up testing (primarily Abbott BinaxNOW) after a positive pool. It describes a no-cost 6-week early launch with a contracted testing service provider supplying kits, logistics, training, software, and support, with optional continuation funded by federal stimulus dollars. The memo also summarizes consent requirements and clarifies that pooled results are not reported to DPH while individual diagnostic follow-up results are.",0
2021-02-01_School Testing_San Francisco Unified School District - COVID Testing Implementation and Coordination.md,2026-03-06 by BA,2021-02-01_School Testing_San Francisco Unified School District - COVID Testing Implementation and Coordination.md,2021-02-01,San Francisco Unified School District - COVID Testing Implementation and Coordination (Feb 2021),various,external-programs-reports,"school testing, san francisco",pdf,NA,NA,NA,https://drive.google.com/file/d/15luDz7Vkgtx7pp-CDt89VE-I3kAkC7zM,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/external-programs-reports/2021-02-01_School%20Testing_San%20Francisco%20Unified%20School%20District%20-%20COVID%20Testing%20Implementation%20and%20Coordination.pdf,pdf,ai (claude sonnet 3.5),3rd Party,12124,8850,,"San Francisco Unified School District’s February 2021 RFP seeks an end-to-end vendor to run a 12–18 month asymptomatic COVID-19 testing program for students and staff, including registration/scheduling/results, staffing and site operations, lab testing, reporting, and billing. It specifies high-volume capacity (up to 1,000–5,000 tests/day initially, with targets up to 10,000–15,000 weekly), 24–48 hour turnaround goals, multilingual access, data integration with district systems, and compliance with HIPAA/FERPA and California reporting standards. The document also lays out the procurement timeline, minimum qualifications checklist, and proposal evaluation criteria for selecting one or more contractors.",0
2021-02-11_School Testing_San Francisco Unified School District - RFP Questions and Answers Document.md,2026-03-06 by BA,2021-02-11_School Testing_San Francisco Unified School District - RFP Questions and Answers Document.md,2021-02-11,San Francisco Unified School District - RFP Questions and Answers Document (Feb 2021),various,external-programs-reports,"school testing, san francisco",pdf,NA,NA,NA,https://drive.google.com/file/d/1kr-Bm4mrs53LKJclZH4d5QUvDwvRYgfS,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/external-programs-reports/2021-02-11_School%20Testing_San%20Francisco%20Unified%20School%20District%20-%20RFP%20Questions%20and%20Answers%20Document.pdf,pdf,ai (claude sonnet 3.5),3rd Party,1517,1133,,"San Francisco Unified School District’s February 11, 2021 Q&A addendum clarifies expectations for its RFP for end-to-end student and staff asymptomatic COVID-19 testing services. It confirms the selected vendor must deliver the full stack (data systems, call center, onsite operations, hardware/Wi-Fi, and an identified certified lab partner) and operate testing Monday–Saturday, with multilingual interpretation available via a language vendor. The responses also address testing methodology (PCR required for screening unless antigen is twice-weekly), note BinaxNOW availability subject to inventory, and reiterate that SFUSD will not split scope across multiple contracts or deviate from the stated evaluation criteria.",0
2021-06-31_Testing Commons - ASU and Rockefeller.md,2026-03-06 by BA,2021-06-31_Testing Commons - ASU and Rockefeller.md,2021-06-31,2021-06-31_Testing Commons - ASU and Rockefeller,various,external-programs-reports,,pdf,NA,NA,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/external-programs-reports/2021-06-31_Testing%20Commons%20-%20ASU%20and%20Rockefeller.NA,https://drive.google.com/file/d/1m_gTH8wy_efWW3tnJcbfEmDBXwIggf0u,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/external-programs-reports/2021-06-31_Testing%20Commons%20-%20ASU%20and%20Rockefeller.pdf,pdf,megaparse,3rd Party,4189,2048,,"The TestingCommons.com Pandemic Review is a slide-style overview from Arizona State University’s COVID Diagnostics Commons that summarizes global COVID-19 tests and regulatory statuses, including U.S. FDA EUA categories and key attributes (lab/POC/home, screening, serial screening, pooling). It compiles pandemic-era counts and charts (through 6/30/21) showing distributions by test type and technology, plus related safety actions and communications.",0
2021-08-02_CDC ELC Reopening Schools - Support for Screening Testing to Reopen and Keep Schools Operating Safely.md,2026-03-06 by BA,2021-08-02_CDC ELC Reopening Schools - Support for Screening Testing to Reopen and Keep Schools Operating Safely.md,2021-08-02,2021-08-02_CDC ELC Reopening Schools - Support for Screening Testing to Reopen and Keep Schools Operating Safely,various,external-programs-reports,,pdf,NA,NA,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/external-programs-reports/2021-08-02_CDC%20ELC%20Reopening%20Schools%20-%20Support%20for%20Screening%20Testing%20to%20Reopen%20and%20Keep%20Schools%20Operating%20Safely.NA,https://drive.google.com/file/d/1i5TGAwwAXuU95UQCRN9UKy8VgG-UF_eQ,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/external-programs-reports/2021-08-02_CDC%20ELC%20Reopening%20Schools%20-%20Support%20for%20Screening%20Testing%20to%20Reopen%20and%20Keep%20Schools%20Operating%20Safely.pdf,pdf,megaparse,Public Domain,6296,4509,,"The CDC ELC Reopening Schools guidance (updated 8/2/2021) describes how American Rescue Plan funding (Project E) should support K–12 screening testing and related prevention activities to keep schools open safely during the 2021–2022 school year. It outlines required tasks, allowable costs (including testing supplies, staffing, IT/reporting systems, diagnostics support, and optional prevention measures like HEPA filtration), and reporting expectations for districts and jurisdictions. It also specifies activity requirements for deploying resources, submitting updated K–12 testing plans aligned to CDC guidance, and implementing and monitoring screening programs over time.",0
2021-12-13_School Test to Stay Playbook from Barrington RI.md,2026-03-06 by BA,2021-12-13_School Test to Stay Playbook from Barrington RI.md,2021-12-13,School Test to Stay Playbook Barrington RI Dec 13 2021,various,external-programs-reports,,gdoc,docx,https://docs.google.com/document/d/1c___uJxb_8hCLdgcYhRHAafu65IE8-9xY9wdXMUu-Rc,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/external-programs-reports/2021-12-13_School%20Test%20to%20Stay%20Playbook%20from%20Barrington%20RI.docx,https://drive.google.com/file/d/1SNtR9gZ4P5lyF11CKD-9H76MPmWs2vLI,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/external-programs-reports/2021-12-13_School%20Test%20to%20Stay%20Playbook%20from%20Barrington%20RI.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,4213,3282,,"The Barrington Public Schools “Test to Stay” playbook (updated Dec. 13, 2021) lays out Rhode Island’s school-based protocol that allows unvaccinated or partially vaccinated close contacts to remain in school if they test negative on a rapid antigen test daily for seven days after exposure and follow strict quarantine rules outside of school. It details eligibility, consent, testing logistics (including weekend activity testing), layered mitigation measures, and quarantine exceptions, with practical examples and Q&A to guide school staff implementation and contact tracing.",0
2022-04-06_California State CDPH - COVID-19 Public Health Guidance for K-12 Schools California.md,2026-03-06 by BA,2022-04-06_California State CDPH - COVID-19 Public Health Guidance for K-12 Schools California.md,2022-04-06,"COVID-19 Public Health Guidance for K-12 Schools in California, 2021-22 School Year",various,external-programs-reports,,website,NA,NA,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/external-programs-reports/2022-04-06_California%20State%20CDPH%20-%20COVID-19%20Public%20Health%20Guidance%20for%20K-12%20Schools%20California.NA,https://drive.google.com/file/d/1IPVclmnG6SrTMCy-5laoa4LL4iQ3i0MR,NA,,manual copy and paste,Public Domain,3760,2783,,"California Department of Public Health guidance for K-12 schools during the 2021-22 school year, providing comprehensive safety measures including masking recommendations, physical distancing, ventilation, testing, isolation protocols, and extracurricular activity guidelines to maintain safe in-person instruction during the COVID-19 pandemic.",0
2024-03-01_RADx Tech Report on COVID-19 Diagnostic Technologies.md,2026-03-06 by BA,2024-03-01_RADx Tech Report on COVID-19 Diagnostic Technologies.md,2024-03-01,2024-03-01_RADx Tech Report on COVID-19 Diagnostic Technologies,various,external-programs-reports,,pdf,NA,NA,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/external-programs-reports/2024-03-01_RADx%20Tech%20Report%20on%20COVID-19%20Diagnostic%20Technologies.NA,https://drive.google.com/file/d/1IxhDP2ttrDYCNVxOTbddeqZnULhi-rrs,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/external-programs-reports/2024-03-01_RADx%20Tech%20Report%20on%20COVID-19%20Diagnostic%20Technologies.pdf,pdf,megaparse,Public Domain,2970,2269,,"The RADx Tech March 2024 report summarizes NIH/NIBIB’s Rapid Acceleration of Diagnostics program, describing its stage-gated “innovation funnel,” ITAP collaboration with FDA, and partnerships used to validate, authorize, and scale COVID-19 tests. It highlights program outcomes (e.g., dozens of EUAs, billions of tests/test products enabled, and major shifts to at-home/POC testing) and outlines ongoing expansion into multiplex and accessibility-focused diagnostics for future public health needs.",0
FL INDEX_Testing Programs and Playbooks Index SHARED.md,2026-03-06 by BA,FL INDEX_Testing Programs and Playbooks Index SHARED.md,2021-05-21,Compilation of Links to Testing Programs and Playbooks - Index SHARED (May 2021),various,external-programs-reports,"compilation, testing programs",gdoc,docx,https://docs.google.com/document/d/1-lsLymVsCkU4KMHzpcGr4qheCq72AmtfbHixyGN8Ebo,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/external-programs-reports/FL%20INDEX_Testing%20Programs%20and%20Playbooks%20Index%20SHARED.docx,https://drive.google.com/file/d/1lJMDVc_xYGFM6ooIBGRfhw5va45H8wNi,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/external-programs-reports/FL%20INDEX_Testing%20Programs%20and%20Playbooks%20Index%20SHARED.pdf,docx,pandoc,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,2202,604,,"The “Testing Programs and Playbooks” index is a curated compilation of links and brief notes on COVID-19 testing strategies, school surveillance programs, pooled-testing pilots, lab partners, and related guidance (national and state). It’s useful for quickly finding comparable playbooks, vendor/program examples, and operational references when designing or evaluating a testing program.",0
FloodLAMP Patent Application - US20240139745A1.md,2026-03-06 by BA,FloodLAMP Patent Application - US20240139745A1 (merged).md,2024-05-02,FloodLAMP Patent Application - US20240139745A1,various,fl-patent,,pdf,gdoc,https://docs.google.com/document/d/1qCMKaD3VpHZepjkgqFffkutlxha_aYyQ,NA,https://drive.google.com/file/d/19qoJLj-dDQs0_ksksWlYg-l-eEssrmyX,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/fl-patent/FloodLAMP%20Patent%20Application%20-%20US20240139745A1%20%28merged%29.pdf,pdf,mixed,Public Domain,45623,34846,"gdoc is different than pdf, for conversion merged in gdoc md text with converted google patents pdf","The ""Platform for Decentralized Testing"" patent application (US 2024/0139745 A1) describes container-coupling reaction caps and heater/reader systems that move a measured portion of sample into sealed reaction chambers for amplification tests (e.g., LAMP) with optical readout. It details multiple cap and fluidic designs (rotating, plunger, dropper, valves, anti-diffusion features) plus multi-slot instruments for asynchronous processing and automated result capture/communication. This supports low-training, point-of-need and at-home testing workflows with reusable readers and low-cost consumables.",0
BARDA Market Research - FloodLAMP Presentation (2022-03-07).md,2026-03-06 by BA,BARDA Market Research - FloodLAMP Presentation (2022-03-07).md,2022-03-07,BARDA Market Research - FloodLAMP Presentation (2022-03-07),various,fl-presentations,,gslide,pptx,https://docs.google.com/presentation/d/1lv_tXtw7Q8OPwji6TB_aq1aPFF-616rdeIvVkBWr_AM,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/fl-presentations/BARDA%20Market%20Research%20-%20FloodLAMP%20Presentation%20%282022-03-07%29.pptx,https://drive.google.com/file/d/1Sp3L8CDqbgKZSwP5pnEArSbJWVted2MY,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/fl-presentations/BARDA%20Market%20Research%20-%20FloodLAMP%20Presentation%20%282022-03-07%29.pdf,pdf,megaparse,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,12077,6626,,"The “Extending the Reach of LAMP” BARDA market research deck (March 7, 2022) presents FloodLAMP’s case for a globally accessible, decentralized molecular screening platform built around pooled collection, an instrument-free QuickColor LAMP assay paired with a sister PCR assay, and wraparound digital, training, and quality systems. It summarizes real-world municipal/EMS and school pilots, argues for “open EUA” regulatory pathways with full component disclosure to enable interoperable “generic” diagnostics, and outlines the operational assets (kits, portable lab setups, mobile app/admin portal) needed to scale rapid community screening.",0
Bend Pilot Program Bring-up (12-01-2021).md,2026-03-06 by BA,Bend Pilot Program Bring-up (12-01-2021).md,2021-12-01,Bend Pilot Program Bring-up (12-01-2021),various,fl-presentations,,gslide,pptx,https://docs.google.com/presentation/d/1-6cdPCi1TGpxUowlCVG9cgHKF19nxUwdvIG3BtBM-14/,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/fl-presentations/Bend%20Pilot%20Program%20Bring-up%20%2812-01-2021%29.pptx,https://drive.google.com/file/d/1NIYwqnYtGal_UQnkMBksdBGFH8weP9Ne/,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/fl-presentations/Bend%20Pilot%20Program%20Bring-up%20%2812-01-2021%29.pdf,pptx,msmid,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,6435,3756,,"Bend Fire and Rescue site bring-up training deck (December 1, 2021) covering FloodLAMP's technology overview, QuickColor™ LAMP and EasyPCR™ clinical evaluation results from the Stanford CLIA lab, real-world deployment case studies, the Open EUA regulatory strategy, and hands-on lab training sections including safety highlights, contamination procedures, test system overview, and a validation run protocol with training kit inventory.",0
FDA Reagan Udall Foundation - FloodLAMP Presentation (4-21-2022).md,2026-03-06 by BA,FDA Reagan Udall Foundation - FloodLAMP Presentation (4-21-2022).md,2022-04-21,FDA Reagan Udall Foundation - FloodLAMP Presentation (4-21-2022),various,fl-presentations,,gslide,pptx,https://docs.google.com/presentation/d/1G2mQNd9SNX_LEmKA44T5HkA6pNQehwSxgqfGX8JUf-I,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/fl-presentations/FDA%20Reagan%20Udall%20Foundation%20-%20FloodLAMP%20Presentation%20%284-21-2022%29.pptx,https://drive.google.com/file/d/1NwPXR4erWkITYhW0qKe4FzAKeOl10v6l,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/fl-presentations/FDA%20Reagan%20Udall%20Foundation%20-%20FloodLAMP%20Presentation%20%284-21-2022%29.pdf,pdf,megaparse,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,4526,2392,,"Slide deck overview of FloodLAMP’s vision and platform for decentralized, low-cost molecular screening (targeting ~$1/person) using extraction-free colorimetric RT-LAMP plus a mobile app and pooled/household collection workflows. Presents clinical evaluation results (Stanford CLIA), real-world surveillance outcomes (Omicron surge deployments), and the regulatory strategy (two full EUA submissions + a pre-EUA; “open protocol” disclosure of components to enable broader adoption and potential generic-like interoperability).",0
FTFC EMS Conference - FloodLAMP Talk Slides (6-14-2021).md,2026-03-06 by BA,FTFC EMS Conference - FloodLAMP Talk Slides (6-14-2021).md,2021-06-14,FTFC EMS Conference - FloodLAMP Talk Slides (6-14-2021),various,fl-presentations,,gslide,pptx,https://docs.google.com/presentation/d/1yLSZzyeon7EjZfsQ99zS7Eb5JGhlGnlKspPeFWb81b4,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/fl-presentations/FTFC%20EMS%20Conference%20-%20FloodLAMP%20Talk%20Slides%20%286-14-2021%29.pptx,https://drive.google.com/file/d/16HGtBrJGdEIwbDZD9C1DS1pY9XkE-5Be,NA,pdf,megaparse,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,5454,3105,,"The “Deploying Mass Scale Molecular Testing” slide deck summarizes FloodLAMP’s instrument-free LAMP surveillance testing workflow, reported Stanford clinical evaluation results for QuickColor LAMP and EasyPCR, and the end-to-end screening program model for schools and other groups using pooled collection and same-day reporting. It positions FloodLAMP as a “sweet spot” between low-sensitivity antigen testing and slow centralized PCR, and highlights operational elements like distributed pop-up labs, digital program management tools, and an “open EUA” strategy amid evolving regulatory hurdles.",0
FloodLAMP - COVID-19 Tests Summary.md,2026-03-06 by BA,FloodLAMP - COVID-19 Tests Summary.md,2021-05-20,FloodLAMP - COVID-19 Tests Summary,various,fl-presentations,,pdf,NA,NA,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/fl-presentations/FloodLAMP%20-%20COVID-19%20Tests%20Summary.NA,https://drive.google.com/file/d/1Y8Q09VdMMTB1PnBQv2xJuvRAuvq8yv1-,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/fl-presentations/FloodLAMP%20-%20COVID-19%20Tests%20Summary.pdf,pdf,megaparse,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,525,321,,"The FloodLAMP Biotechnologies one-page overview presents its low-cost, open-source molecular testing platform for infectious disease mass screening, combining an extraction-free colorimetric LAMP assay (QuickColor) and a higher-sensitivity RT-qPCR assay (EasyPCR) with a purpose-built digital system for pooled collection, accessioning, and reporting. It highlights claimed performance metrics (e.g., sensitivity/specificity and LoD), scaling advantages without capital-intensive instruments, and digital workflow features for participants and labs. It summarizes validation and regulatory posture (Stanford CLIA evaluation, EUAs and a pre-EUA submitted, IRB approval) and includes a clear statement that the tests were not FDA cleared/approved/authorized at the time.",0
Florida EMS Departments - FloodLAMP Slides (Aug 2022).md,2026-03-06 by BA,Florida EMS Departments - FloodLAMP Slides (Aug 2022).md,2022-08-04,Florida EMS Departments - FloodLAMP Slides (Aug 2022),various,fl-presentations,,gslide,pptx,https://docs.google.com/presentation/d/1JaW4ytBV3mgA3MwDnlcT4SDGRddbIAJ-VH0XIQkAkHE,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/fl-presentations/Florida%20EMS%20Departments%20-%20FloodLAMP%20Slides%20%28Aug%202022%29.pptx,https://drive.google.com/file/d/1zxaNPPWdDhXZwH3_vwMCBINOAeid6M3O,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/fl-presentations/Florida%20EMS%20Departments%20-%20FloodLAMP%20Slides%20%28Aug%202022%29.pdf,pdf,megaparse,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,2728,1676,,"The FloodLAMP platform overview deck describes a low-cost, decentralized molecular screening system designed for rapid “point of need” deployment using pooled sample collection, standard lab equipment, and integrated digital tools, training, and quality processes. It highlights two core assays (a visual RT-LAMP test and a high-sensitivity RT-qPCR option) with reported clinical performance and frames the approach as supply-chain resilient and adaptable to future pathogens by swapping primer sets.",0
New England Biolabs (NEB) Presentation - FloodLAMP (3-3-2022).md,2026-03-06 by BA,New England Biolabs (NEB) Presentation - FloodLAMP (3-3-2022).md,2022-03-03,New England Biolabs (NEB) Presentation - FloodLAMP (3-3-2022),various,fl-presentations,,gslide,pptx,https://docs.google.com/presentation/d/1QBPpyxR3BLBtEJphxWNJvpULa3HWpWayMXFdh_skWq8,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/fl-presentations/New%20England%20Biolabs%20%28NEB%29%20Presentation%20-%20FloodLAMP%20%283-3-2022%29.pptx,https://drive.google.com/file/d/1KZle6FJf4pdFdkO1VRVxWKqIuMFOB0Ks,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/fl-presentations/New%20England%20Biolabs%20%28NEB%29%20Presentation%20-%20FloodLAMP%20%283-3-2022%29.pdf,pdf,megaparse,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,11561,6211,,"NEB seminar deck (Mar 3, 2022) presenting FloodLAMP’s “point-of-need” platform to extend LAMP’s reach for globally accessible disease screening. Covers real-world deployments (EMS, municipal workforces, preschool family pooling), workflow + kit/instrument/app stack, QA/QMS and training, clinical evaluation results (Stanford CLIA), and the “open protocol” regulatory vision (open EUA disclosures) positioning FloodLAMP’s QuickColor LAMP and sister PCR assay as a low-cost, decentralized alternative between OTC/home tests and centralized CLIA PCR.",0
Quad Chart v1 - FloodLAMP (Dec 2021).md,2026-03-06 by BA,Quad Chart v1 - FloodLAMP (Dec 2021).md,2021-12-30,Quad Chart v1 - FloodLAMP (Dec 2021),various,fl-presentations,,gslide,pptx,https://docs.google.com/presentation/d/1eM-vsagiWr9G-0JLx7wHVvbtUbmGt_ustjyLNIwKLNk,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/fl-presentations/Quad%20Chart%20v1%20-%20FloodLAMP%20%28Dec%202021%29.pptx,https://drive.google.com/file/d/1loAhvgNA7A5UZhdcz-nodPEShqnAqgfv,NA,pdf,megaparse,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,999,702,,"The FloodLAMP Rapid Response Molecular Screening Network brief outlines a plan to scale a distributed network of low-cost, instrument-free molecular surveillance sites using the QuickColor LAMP test and a mobile app/LIMS for pooled collection, tracking, and reporting. It summarizes current deployments and reported performance, then defines milestones for rapidly bringing up local screening sites, securing “open source protocol” EUAs (including a pooled home collection kit and app), and expanding resources, supply chain, and training/QMS to enable multi-million–test deployment.",0
Quad Chart v2 - FloodLAMP (Jan 2022).md,2026-03-06 by BA,Quad Chart v2 - FloodLAMP (Jan 2022).md,2022-01-08,Quad Chart v2 - FloodLAMP (Jan 2022),various,fl-presentations,,gslide,pptx,https://docs.google.com/presentation/d/1u_Qs33LHnoKvucNNd2IrayJ4TYcxtkxWT44ZY5Hy8-I,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/main/various/fl-presentations/Quad%20Chart%20v2%20-%20FloodLAMP%20%28Jan%202022%29.pptx,https://drive.google.com/file/d/1YOMiDATjQhI2J0nLTT4IQs69x-g5ezwU,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive-wip/blob/main/various/fl-presentations/Quad%20Chart%20v2%20-%20FloodLAMP%20%28Jan%202022%29.pdf,pdf,megaparse,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,1100,712,,"The FloodLAMP Rapid Molecular Mass Screening Platform brief summarizes a vertically integrated, deployable-in-hours LAMP-based screening system combining turnkey field workflows with a mobile app for program management and pooled collection. It lists near-term deliverables across digital tools, training, QMS, regulatory engagement, sourcing, staffing, and funding, alongside reported performance metrics, pilot deployments with municipal/EMS partners, and scaling needs focused on securing commodity lab equipment and consumables.",0
